chr	start	end
9	139408962	139409154
9	139409742	139409852
9	139409935	139410168
9	139410433	139410546
9	139411724	139411837
9	139412204	139412389
9	139412589	139412744
9	139413043	139413276
9	139413895	139414017
9	139417302	139417640
9	139418169	139418431
9	139438476	139438554
9	139440178	139440238
10	781119	781129
10	1341257	1341267
10	1784648	1784658
10	2321964	2321974
10	2820229	2820239
10	3310373	3310383
10	4800135	4800145
10	6033296	6033306
10	7109838	7110130
10	7297752	7297762
10	8025389	8025399
10	8097619	8097859
10	8100268	8100804
10	8105956	8106101
10	8111436	8111561
10	8115702	8115986
10	8436485	8436495
10	8610922	8610932
10	9322522	9322532
10	10405803	10405813
10	10930851	10930861
10	12926423	12926433
10	13839724	13839734
10	13978230	13978240
10	14339850	14339860
10	15239493	15239503
10	16052779	16052789
10	16823956	16824248
10	17254827	17254837
10	18901765	18901775
10	20004991	20005001
10	20949443	20949453
10	24600003	24600013
10	26948932	26948942
10	28647134	28647144
10	29496467	29496477
10	29582243	29582253
10	30119087	30119097
10	30632841	30633132
10	31902796	31902806
10	33657359	33657369
10	36222005	36222015
10	37802527	37802537
10	43572707	43572779
10	43595907	43596170
10	43597790	43598077
10	43600400	43600641
10	43601824	43602019
10	43604479	43604678
10	43606655	43607546
10	43607547	43608296
10	43608301	43608411
10	43608416	43609003
10	43609004	43609123
10	43609124	43609927
10	43609928	43612031
10	43612032	43612179
10	43613821	43613928
10	43614979	43615193
10	43615529	43615651
10	43617394	43617464
10	43619119	43619256
10	43620331	43620430
10	43622023	43622202
10	43623560	43623717
10	44374697	44374707
10	45049493	45049503
10	48489243	48489253
10	49977877	49977887
10	50436858	50436868
10	50666861	50667280
10	50668419	50668497
10	50669398	50669602
10	50678228	50678935
10	50679021	50679166
10	50680422	50680516
10	50680955	50681074
10	50681523	50681633
10	50682073	50682288
10	50684261	50684356
10	50686400	50686516
10	50690733	50690909
10	50691392	50691562
10	50701163	50701298
10	50708584	50708742
10	50713930	50714058
10	50723379	50725167
10	50732079	50732823
10	50736463	50736571
10	50738766	50738886
10	50740589	50741010
10	50912879	50912889
10	52073158	52073168
10	53188832	53188842
10	54552800	54552810
10	57499858	57499868
10	59280728	59280738
10	60012226	60012236
10	60687515	60687525
10	61632623	61632633
10	62350361	62350371
10	62887737	62887747
10	63606487	63606497
10	64610713	64610723
10	65340892	65340902
10	66494653	66494663
10	67666577	67666587
10	68735854	68735864
10	70640214	70640505
10	72288297	72288307
10	72357809	72358937
10	72360120	72360658
10	73180105	73180115
10	73710633	73710643
10	73988740	73989031
10	75658576	75658586
10	76602616	76603236
10	76603432	76603585
10	76607568	76607689
10	76617419	76617540
10	76617775	76617896
10	76619447	76619568
10	76633604	76633725
10	76637222	76637343
10	76637456	76637577
10	76641302	76641423
10	76642731	76642852
10	76650882	76651003
10	76658090	76658211
10	76658270	76658391
10	76665048	76665169
10	76668657	76668778
10	76670251	76670372
10	76670789	76670910
10	76682840	76682961
10	76683735	76683911
10	76683992	76684113
10	76688022	76688143
10	76688268	76688389
10	76692394	76692515
10	76692941	76693062
10	76703927	76704048
10	76716221	76716342
10	76717815	76717936
10	76719728	76719836
10	76724803	76724924
10	76729418	76729533
10	76729778	76729859
10	76731973	76732094
10	76732265	76732397
10	76735157	76736088
10	76737074	76737195
10	76738982	76739097
10	76741545	76741686
10	76744838	76744999
10	76748777	76748870
10	76760571	76760692
10	76762830	76762951
10	76769018	76769139
10	76772272	76772393
10	76772718	76772839
10	76780093	76780214
10	76780252	76780339
10	76780340	76780571
10	76780884	76781043
10	76781639	76781989
10	76784716	76785007
10	76787068	76787189
10	76787419	76787540
10	76788247	76790804
10	77621515	77621525
10	78227684	78227694
10	78412380	78412390
10	78904523	78904533
10	79312109	79312119
10	79870179	79870189
10	80435864	80435874
10	80834680	80834690
10	81913556	81913566
10	82477252	82477262
10	84616621	84616631
10	85316457	85316467
10	85892206	85892216
10	86560389	86560399
10	86842215	86842225
10	87381713	87381723
10	88635776	88635842
10	88649819	88649981
10	88651884	88651986
10	88659551	88659647
10	88659784	88659883
10	88671997	88672141
10	88676891	88677083
10	88678929	88679226
10	88681277	88681452
10	88683133	88683263
10	88683351	88683476
10	88738148	88738355
10	89342389	89342399
10	89621001	89621122
10	89621708	89622244
10	89623707	89623860
10	89623862	89624305
10	89653782	89653866
10	89657090	89657211
10	89674097	89674218
10	89675530	89675651
10	89682773	89682894
10	89685270	89685314
10	89686449	89686570
10	89690803	89690846
10	89692770	89693008
10	89700611	89700732
10	89711875	89712016
10	89716047	89716168
10	89717610	89717776
10	89719387	89719508
10	89720651	89720875
10	89725044	89725229
10	89726685	89726806
10	90750634	90750663
10	90762786	90762951
10	90767457	90767594
10	90768646	90768754
10	90770296	90770357
10	90770510	90770572
10	90771756	90771838
10	90773100	90773124
10	90773876	90774207
10	90834668	90834678
10	92934722	92934732
10	93520022	93520228
10	93968200	93968414
10	94921059	94921069
10	95014933	95014943
10	95402968	95402978
10	95895122	95895132
10	97247611	97247621
10	97983946	97983956
10	99570328	99570338
10	100097877	100097887
10	100350333	100350343
10	101378918	101378928
10	103197714	103197724
10	104263910	104264091
10	104268926	104269060
10	104309727	104309863
10	104352339	104352481
10	104353393	104353478
10	104353750	104353822
10	104356897	104357050
10	104359190	104359301
10	104375025	104375159
10	104377047	104377185
10	104378823	104378828
10	104386932	104387000
10	104389823	104389912
10	104849429	104849665
10	104850368	104850544
10	104850693	104850753
10	104851321	104851372
10	104852896	104853066
10	104853729	104853795
10	104854105	104854212
10	104855696	104855737
10	104857048	104857131
10	104858688	104858741
10	104859683	104859776
10	104860802	104860859
10	104860992	104861083
10	104865463	104865558
10	104866346	104866463
10	104899163	104899236
10	104934615	104934715
10	106268278	106268288
10	107786068	107786078
10	108819964	108819974
10	111484204	111484214
10	112327575	112327589
10	112328696	112328771
10	112333465	112333503
10	112335094	112335161
10	112337179	112337250
10	112337593	112337672
10	112338386	112338464
10	112340662	112340779
10	112341681	112341856
10	112342320	112342400
10	112343142	112343306
10	112343599	112343720
10	112343941	112344154
10	112349363	112349466
10	112349650	112349749
10	112350170	112350330
10	112350749	112350890
10	112352831	112352981
10	112356156	112356308
10	112357897	112358048
10	112359412	112359570
10	112360197	112360304
10	112360780	112360888
10	112361395	112361642
10	112361724	112361936
10	112362232	112362423
10	112362583	112362760
10	112362942	112363048
10	112363989	112364060
10	112507302	112507312
10	113170075	113170085
10	113205635	113205645
10	113589626	113589636
10	113806376	113806386
10	114102667	114102677
10	114710516	114710704
10	114710966	114711032
10	114711242	114711366
10	114724315	114724383
10	114761128	114761420
10	114799784	114799885
10	114849159	114849299
10	114900943	114901075
10	114903682	114903784
10	114905770	114905856
10	114910742	114910882
10	114911484	114911643
10	114912092	114912199
10	114917780	114917828
10	114918426	114918476
10	114919679	114919751
10	114920378	114920450
10	114921338	114921344
10	114925314	114925731
10	115839611	115839621
10	116005227	116005518
10	117987541	117987551
10	119379082	119379092
10	120031947	120031957
10	120936696	120936706
10	121470862	121470872
10	121874986	121874996
10	122481885	122481895
10	123151074	123151084
10	123239095	123239184
10	123239371	123241291
10	123241686	123241691
10	123241749	123242370
10	123242609	123243205
10	123243212	123243317
10	123244909	123245046
10	123246868	123246938
10	123247505	123247627
10	123256046	123256236
10	123258009	123258119
10	123260340	123260461
10	123263304	123263455
10	123274631	123274833
10	123276833	123276977
10	123278196	123278343
10	123279493	123279683
10	123285669	123285708
10	123286243	123286266
10	123298106	123298229
10	123310804	123310973
10	123324016	123324093
10	123324952	123325218
10	123353223	123353331
10	124238705	124238715
10	125182978	125182988
10	125726023	125726033
10	127596100	127596110
10	128337123	128337133
10	129480204	129480214
10	130258453	130258463
10	131293140	131293150
10	132141387	132141397
10	132670643	132670653
10	133034679	133034689
10	133609966	133609976
10	134295639	134295649
11	532636	532755
11	533277	533358
11	533453	533612
11	533766	533944
11	534212	534322
11	2154217	2154453
11	2154747	2154895
11	2156597	2156759
11	2161365	2161526
11	2466329	2466714
11	2482940	2482944
11	2549158	2549248
11	2591858	2591984
11	2592555	2592633
11	2593243	2593339
11	2594076	2594216
11	2604665	2604775
11	2606442	2606537
11	2608800	2608922
11	2609943	2610084
11	2683191	2683311
11	2790074	2790149
11	2797190	2797284
11	2798216	2798262
11	2799206	2799267
11	2868997	2869233
11	2905234	2905364
11	2905900	2906719
11	3259473	3259483
11	4569608	4569618
11	5496806	5496816
11	5954804	5954814
11	6554064	6554074
11	7904000	7904010
11	8243021	8243031
11	8246163	8246268
11	8248522	8248647
11	8251838	8252051
11	8284885	8284909
11	8289974	8289995
11	8462714	8462724
11	10411712	10411722
11	11014947	11014957
11	11644595	11644605
11	12373846	12373856
11	13162310	13162320
11	13345588	13345598
11	14086453	14086463
11	15333426	15333436
11	15939896	15939906
11	16208948	16209240
11	17563484	17563494
11	18784188	18784198
11	19422475	19422485
11	19545104	19545114
11	20213950	20213960
11	21135838	21135848
11	21492261	21492271
11	22646232	22647356
11	22980470	22980480
11	23590759	23590769
11	24999008	24999018
11	26786965	26786975
11	27309951	27309961
11	29707490	29707500
11	30774520	30774530
11	32410604	32410725
11	32413518	32413610
11	32414212	32414301
11	32417803	32417953
11	32421494	32421590
11	32438036	32438086
11	32439123	32439200
11	32449502	32449604
11	32450043	32450165
11	32452076	32452085
11	32456246	32456891
11	33068271	33068281
11	33128251	33128261
11	33162004	33162014
11	33880902	33881121
11	33886148	33886363
11	33890892	33891132
11	33891256	33891262
11	34364128	34364138
11	34906557	34906567
11	35368134	35368144
11	36460156	36460166
11	37672512	37672522
11	40049489	40049499
11	42113184	42113194
11	42348908	42348918
11	42746288	42746298
11	43727572	43727582
11	44117803	44117871
11	44129233	44129798
11	44130744	44130833
11	44135735	44135851
11	44146339	44146534
11	44148366	44148505
11	44151595	44151688
11	44165797	44165889
11	44193161	44193292
11	44219379	44219568
11	44228343	44228509
11	44253903	44254046
11	44255665	44255793
11	44257843	44257925
11	44265699	44265837
11	44825086	44825096
11	45540598	45540608
11	47236688	47236814
11	47237887	47238023
11	47238409	47238600
11	47254365	47254510
11	47256124	47256223
11	47256308	47256485
11	47256821	47256963
11	47259388	47259552
11	47259689	47259734
11	47260351	47260400
11	51460626	51460636
11	58407884	58407894
11	60232320	60232330
11	61197619	61197654
11	61205097	61205320
11	61205476	61205585
11	61213413	61213543
11	61467598	61467608
11	61597206	61597216
11	64571806	64572288
11	64572506	64572670
11	64573107	64573242
11	64573704	64573840
11	64574483	64574570
11	64574651	64574691
11	64575024	64575152
11	64575363	64575571
11	64577122	64577581
11	65922584	65922594
11	68669682	68669692
11	69334302	69334312
11	69456082	69456279
11	69457799	69458014
11	69458600	69458759
11	69462762	69462910
11	69465886	69466050
11	70005636	70005646
11	70846956	70846966
11	72184139	72184149
11	74008858	74008868
11	76273343	76273353
11	76898723	76898733
11	78556455	78556465
11	78894851	78894861
11	79329401	79329411
11	79834805	79834815
11	80338064	80338074
11	80758121	80758131
11	81259114	81259124
11	83179191	83179201
11	83615744	83615754
11	85972934	85972944
11	86839376	86839386
11	87635097	87635107
11	88248959	88248969
11	90956209	90956219
11	91570042	91570333
11	92253793	92253803
11	92498043	92498257
11	92751328	92751338
11	93578708	93578718
11	93889409	93889419
11	94153291	94153347
11	94163077	94163152
11	94168998	94169065
11	94170343	94170401
11	94178976	94179059
11	94180385	94180604
11	94189442	94189504
11	94192574	94192747
11	94194102	94194202
11	94197279	94197405
11	94200979	94201059
11	94203637	94203808
11	94204740	94204925
11	94209455	94209569
11	94211901	94212042
11	94212840	94212927
11	94219090	94219250
11	94223999	94224131
11	94225948	94225967
11	94697510	94697520
11	95921853	95921863
11	97768210	97768220
11	99503215	99503225
11	99512306	99512316
11	100585420	100585430
11	101667325	101667335
11	103503941	103503951
11	105524376	105524386
11	106506100	106506110
11	107342957	107342967
11	108098352	108098423
11	108098503	108098615
11	108099905	108100050
11	108106397	108106561
11	108114680	108114845
11	108115515	108115753
11	108117691	108117854
11	108119660	108119829
11	108121428	108121799
11	108122564	108122758
11	108123544	108123639
11	108124541	108124766
11	108126942	108127067
11	108128208	108128333
11	108129713	108129802
11	108137898	108138069
11	108139137	108139336
11	108141791	108141873
11	108141978	108142133
11	108143259	108143334
11	108143449	108143579
11	108150218	108150335
11	108151722	108151895
11	108153437	108153606
11	108154954	108155200
11	108158327	108158442
11	108159704	108159830
11	108160329	108160528
11	108163346	108163520
11	108164040	108164204
11	108165654	108165786
11	108168014	108168109
11	108170441	108170612
11	108172375	108172516
11	108173580	108173756
11	108175402	108175579
11	108178624	108178711
11	108180887	108181042
11	108183138	108183225
11	108186550	108186638
11	108186738	108186840
11	108188100	108188248
11	108190681	108190785
11	108192028	108192147
11	108196037	108196271
11	108196785	108196952
11	108198372	108198485
11	108199748	108199965
11	108200941	108201148
11	108202171	108202284
11	108202606	108202764
11	108203489	108203627
11	108204613	108204695
11	108205696	108205836
11	108206572	108206688
11	108213949	108214098
11	108216470	108216635
11	108218006	108218092
11	108224493	108224607
11	108225538	108225601
11	108235809	108235945
11	108236052	108236235
11	108508772	108508782
11	111323041	111323051
11	111957632	111957683
11	111958581	111958697
11	111959591	111959735
11	111965529	111965694
11	112558119	112558129
11	112642627	112642637
11	113296280	113296290
11	114198277	114198287
11	114795454	114795464
11	115541204	115541214
11	115802436	115802446
11	116561991	116562001
11	117991800	117991810
11	118307228	118307659
11	118339490	118339559
11	118342377	118345030
11	118347520	118347697
11	118348682	118348916
11	118350889	118350953
11	118352430	118352807
11	118353137	118353210
11	118354898	118355029
11	118355577	118355690
11	118359329	118359475
11	118360507	118360602
11	118360844	118360964
11	118361911	118362033
11	118362459	118362643
11	118363772	118363945
11	118365003	118365113
11	118365409	118365482
11	118366415	118366608
11	118366976	118367082
11	118368651	118368788
11	118369085	118369243
11	118370018	118370135
11	118370550	118370628
11	118371702	118371862
11	118372387	118372572
11	118373113	118377361
11	118378244	118378324
11	118379851	118379915
11	118380663	118380833
11	118382666	118382740
11	118390333	118390507
11	118390672	118390779
11	118391517	118391600
11	118392003	118392132
11	118392612	118392887
11	118971246	118971256
11	119077128	119077322
11	119103158	119103405
11	119142445	119142591
11	119144578	119144734
11	119145542	119145663
11	119146707	119146844
11	119148467	119148554
11	119148876	119149007
11	119149220	119149423
11	119155679	119155810
11	119155899	119156276
11	119158562	119158656
11	119167628	119167744
11	119168094	119168191
11	119169068	119169250
11	119170205	119170491
11	119576906	119576916
11	119808530	119808540
11	120560989	120560999
11	120724317	120724327
11	121568174	121568184
11	122870678	122870688
11	123722387	123722397
11	124115365	124115375
11	124578277	124578287
11	125495656	125495907
11	125496644	125496728
11	125497502	125497725
11	125499127	125499191
11	125499286	125499355
11	125503058	125503246
11	125505324	125505428
11	125507344	125507439
11	125513687	125513795
11	125513986	125514163
11	125514407	125514538
11	125523641	125523742
11	125525120	125525215
11	125849457	125849467
11	126619836	126619846
11	126986778	126986788
11	127616197	127616207
11	128042167	128042177
11	128574168	128574178
11	129351001	129351011
11	130717911	130717921
11	130899628	130899638
11	131204885	131204895
11	131735221	131735231
11	132095500	132095510
11	132184274	132184284
11	132566082	132566092
11	132878178	132878188
11	133490968	133490978
11	134163396	134163406
11	134774840	134774850
12	388294	388373
12	388597	388718
12	394622	394828
12	401925	402335
12	404739	404959
12	406207	406366
12	416112	416255
12	416620	417171
12	418969	419130
12	420051	420230
12	422222	422360
12	427272	427627
12	430161	430275
12	431583	431733
12	432248	432372
12	432766	432947
12	438001	438195
12	440985	441104
12	442653	442815
12	443407	443588
12	459787	459945
12	461371	461490
12	463242	463400
12	464324	464415
12	465598	465703
12	472129	472263
12	475100	475270
12	493197	493319
12	495063	495140
12	498093	498257
12	1145034	1145241
12	1656356	1656366
12	2560111	2560121
12	3658347	3658357
12	4034155	4034165
12	4383207	4383401
12	4385171	4385386
12	4387926	4388085
12	4398008	4398156
12	4409026	4409175
12	4787816	4787826
12	5402644	5402654
12	5713559	5713569
12	6105494	6105504
12	9150242	9150362
12	10142533	10142543
12	11803062	11803094
12	11905384	11905513
12	11992074	11992238
12	12006361	12006495
12	12022358	12022903
12	12037379	12037521
12	12038860	12038960
12	12043875	12043980
12	12870774	12871248
12	12871759	12871880
12	12967122	12967132
12	13133328	13133338
12	14459216	14459508
12	14680315	14680325
12	14767352	14767644
12	16295694	16295704
12	18487857	18487867
12	19683471	19683481
12	20091096	20091106
12	23200436	23200446
12	24197837	24197847
12	25362729	25362845
12	25368375	25368494
12	25378548	25378707
12	25380168	25380346
12	25398208	25398318
12	25673816	25673826
12	26442195	26442205
12	27237415	27237425
12	29579641	29579651
12	30299342	30299352
12	30810438	30810448
12	31778722	31778732
12	33482599	33482609
12	38640391	38640401
12	40235640	40235650
12	41293369	41293379
12	42274800	42274810
12	42600366	42600657
12	43130619	43130629
12	45108858	45108868
12	46101110	46101120
12	46123620	46123711
12	46123827	46123920
12	46125000	46125097
12	46205201	46205334
12	46211453	46211671
12	46215203	46215270
12	46230372	46230438
12	46230524	46230774
12	46231104	46231200
12	46231281	46231490
12	46233112	46233279
12	46240639	46240720
12	46242619	46242753
12	46243363	46243559
12	46243819	46246679
12	46254584	46254732
12	46285563	46285701
12	46285794	46285879
12	46287203	46287326
12	46287413	46287508
12	46298717	46298861
12	47928609	47928619
12	48924670	48924680
12	49415563	49415655
12	49415826	49415934
12	49416063	49416136
12	49416373	49416658
12	49418361	49418491
12	49418593	49418729
12	49419965	49421105
12	49421586	49421713
12	49421792	49421924
12	49422611	49422741
12	49422844	49423019
12	49423184	49423259
12	49424063	49424222
12	49424384	49424551
12	49424676	49424816
12	49424958	49427747
12	49427850	49428082
12	49428193	49428259
12	49428365	49428449
12	49428595	49428718
12	49430908	49432772
12	49433005	49433141
12	49433218	49433400
12	49433507	49435318
12	49435438	49435488
12	49435700	49435773
12	49435872	49436113
12	49436344	49436428
12	49436524	49436661
12	49436859	49436969
12	49437146	49437211
12	49437418	49437565
12	49437651	49437781
12	49437983	49438087
12	49438186	49438305
12	49438527	49438748
12	49439703	49439750
12	49439848	49439957
12	49440043	49440207
12	49440392	49440573
12	49441748	49441852
12	49442442	49442552
12	49442888	49443001
12	49443465	49444573
12	49444669	49446207
12	49446347	49446492
12	49446698	49446855
12	49446990	49447104
12	49447259	49447424
12	49447761	49447923
12	49448090	49448199
12	49448311	49448534
12	49448683	49448809
12	49449059	49449107
12	51595500	51595510
12	52928488	52928498
12	54198837	54198847
12	56474085	56474166
12	56477535	56477686
12	56478779	56479096
12	56480315	56480440
12	56481361	56481426
12	56481579	56481697
12	56481805	56481946
12	56482327	56482440
12	56482532	56482652
12	56486531	56486604
12	56486770	56486860
12	56487129	56487334
12	56487548	56487680
12	56487883	56487973
12	56488186	56488340
12	56489041	56489094
12	56489449	56489590
12	56490287	56490406
12	56490532	56490630
12	56490829	56491014
12	56491569	56491724
12	56492284	56492359
12	56492543	56492689
12	56493432	56493529
12	56493622	56493813
12	56493958	56494029
12	56494845	56495145
12	56495313	56495839
12	57490355	57490544
12	57490633	57490761
12	57490851	57490916
12	57492288	57492380
12	57492575	57492685
12	57492798	57492861
12	57493077	57493223
12	57493550	57493686
12	57493779	57493873
12	57496073	57496279
12	57496612	57496704
12	57498247	57498369
12	57498509	57498596
12	57498934	57499122
12	57499251	57499382
12	57499974	57500122
12	57500311	57500363
12	57500476	57500614
12	57501014	57501097
12	57501388	57501526
12	57501946	57502061
12	57857475	57857574
12	57857782	57857874
12	57858456	57858651
12	57858894	57859038
12	57859390	57859479
12	57859571	57859708
12	57860023	57860172
12	57861116	57861280
12	57861777	57862007
12	57863214	57863481
12	57864100	57865844
12	58018974	58018984
12	58142308	58142400
12	58142965	58143100
12	58143237	58143287
12	58144439	58144548
12	58144615	58144705
12	58144706	58144873
12	58144990	58145125
12	58145283	58145500
12	58787117	58787127
12	60433016	60433026
12	61531776	61531786
12	62456136	62456146
12	62792646	62792936
12	62843456	62843663
12	64339929	64339939
12	64745308	64745318
12	65349446	65349456
12	66673427	66673437
12	67045243	67045253
12	68314016	68314026
12	69202258	69202271
12	69202988	69203072
12	69205237	69205371
12	69207334	69207408
12	69208518	69208639
12	69208951	69209072
12	69210592	69210725
12	69210984	69211105
12	69211950	69212071
12	69212771	69212892
12	69213595	69213716
12	69214105	69214154
12	69214631	69214752
12	69218143	69218210
12	69218335	69218431
12	69221570	69221691
12	69222551	69222711
12	69228832	69228953
12	69229609	69229764
12	69230452	69230529
12	69232846	69232967
12	69233054	69233629
12	69233656	69233777
12	69235726	69235847
12	69237675	69237796
12	69351385	69351395
12	71342947	71342957
12	74703801	74703811
12	76133470	76133480
12	76712533	76712543
12	78638939	78638949
12	79272158	79272168
12	82162934	82162944
12	84216305	84216315
12	86408321	86408331
12	89578472	89578764
12	89743031	89743338
12	89744365	89744802
12	89745417	89745816
12	90725377	90725387
12	91195724	91196015
12	92445896	92445906
12	92982742	92982752
12	94096168	94096178
12	94471035	94471045
12	95147132	95147142
12	95818680	95818887
12	96379523	96379815
12	96918340	96918350
12	98152666	98152676
12	99097763	99098062
12	99895331	99895341
12	100885102	100885112
12	101774234	101774244
12	102288365	102288375
12	103606569	103606579
12	105114642	105114652
12	105673613	105673623
12	106207000	106207010
12	106516872	106516882
12	108192461	108192471
12	108805341	108805351
12	111394322	111394332
12	111855950	111856681
12	111872706	111872831
12	111884557	111884658
12	111884746	111884837
12	111884929	111885023
12	111885134	111885348
12	111885460	111885631
12	111885787	111886106
12	112211827	112211837
12	112241760	112241770
12	112856916	112856929
12	112884080	112884202
12	112888122	112888316
12	112890999	112891191
12	112892368	112892484
12	112893754	112893867
12	112910748	112910844
12	112915455	112915534
12	112915661	112915819
12	112919878	112920009
12	112924267	112924437
12	112926247	112926314
12	112926828	112926979
12	112939948	112940060
12	112942499	112942568
12	114040842	114040852
12	114892593	114892603
12	115744376	115744386
12	116014252	116014262
12	116841183	116841193
12	117761535	117761545
12	118146894	118146904
12	119114564	119114574
12	119875046	119875056
12	120863479	120863489
12	121377651	121377661
12	121416572	121416897
12	121426636	121426835
12	121431323	121431509
12	121431967	121432208
12	121434065	121434216
12	121434344	121434545
12	121435277	121435468
12	121437071	121437192
12	121437265	121437430
12	121438868	121438995
12	122459998	122460089
12	122468606	122468687
12	122473237	122473333
12	122481792	122481959
12	122492711	122492895
12	122496998	122497069
12	122886214	122886224
12	124319951	124320077
12	126250923	126250933
12	126911866	126911876
12	127496483	127496493
12	127839959	127839969
12	128990986	128990996
12	129481594	129481604
12	129791491	129791501
12	130124419	130124429
12	131023556	131023566
12	131834319	131834329
12	132182204	132182214
12	133201283	133201396
12	133201491	133201580
12	133202231	133202356
12	133202703	133202903
12	133208901	133209094
12	133209250	133209381
12	133210772	133210964
12	133212478	133212610
12	133214600	133214725
12	133215711	133215884
12	133218233	133218437
12	133218763	133218983
12	133219092	133219315
12	133219406	133219582
12	133219810	133219916
12	133219993	133220146
12	133220423	133220563
12	133225515	133225658
12	133225892	133226101
12	133226263	133226475
12	133233722	133233844
12	133233935	133234015
12	133234454	133234556
12	133235881	133236095
12	133237555	133237750
12	133238113	133238270
12	133240590	133240734
12	133240956	133241048
12	133241888	133242036
12	133244089	133244234
12	133244942	133245088
12	133245221	133245323
12	133245397	133245525
12	133248801	133248908
12	133249213	133249425
12	133249750	133249863
12	133250161	133250293
12	133251984	133252103
12	133252321	133252406
12	133252680	133252790
12	133253132	133253239
12	133253949	133254029
12	133254164	133254305
12	133256083	133256237
12	133256540	133256632
12	133256764	133256808
12	133257193	133257273
12	133257724	133257865
12	133263840	133263901
13	19551154	19551164
13	20815266	20815276
13	21434790	21434800
13	22230375	22230385
13	22561530	22561540
13	22693492	22693783
13	23951621	23951631
13	24623383	24623393
13	25437887	25437897
13	26034964	26034974
13	26828779	26828906
13	26911704	26911779
13	26923209	26923319
13	26927877	26928017
13	26956951	26957008
13	26959348	26959479
13	26967504	26967647
13	26970422	26970491
13	26971290	26971362
13	26974590	26974687
13	26975406	26975484
13	26975603	26975761
13	26978093	26978218
13	27282679	27282689
13	27977559	27977569
13	28295176	28295186
13	28578189	28578311
13	28588589	28588694
13	28589294	28589393
13	28589727	28589838
13	28592604	28592726
13	28597487	28597614
13	28598998	28599080
13	28601225	28601378
13	28602315	28602425
13	28608024	28608128
13	28608219	28608351
13	28608438	28608544
13	28609632	28609810
13	28610072	28610180
13	28611322	28611425
13	28622412	28622580
13	28623521	28623674
13	28623772	28623911
13	28624232	28624359
13	28626682	28626811
13	28631484	28631599
13	28636004	28636206
13	28644628	28644749
13	28674605	28674647
13	28877304	28877505
13	28880815	28880909
13	28882980	28883064
13	28885727	28885869
13	28886130	28886235
13	28891635	28891734
13	28893560	28893671
13	28895600	28895722
13	28896399	28896496
13	28896927	28897083
13	28901599	28901687
13	28903752	28903865
13	28908162	28908266
13	28913305	28913437
13	28919582	28919688
13	28931691	28931822
13	28942715	28942800
13	28959022	28959168
13	28963838	28964241
13	28971097	28971205
13	28973181	28973255
13	28979917	28980031
13	29001296	29001455
13	29001889	29002058
13	29004187	29004304
13	29005273	29005447
13	29007956	29008092
13	29008195	29008357
13	29012358	29012482
13	29041040	29041266
13	29041658	29041754
13	29068917	29068980
13	29544681	29544691
13	31323337	31323347
13	32101353	32101363
13	32890598	32890664
13	32893214	32893462
13	32899213	32899321
13	32900238	32900287
13	32900379	32900419
13	32900636	32900750
13	32903580	32903629
13	32905056	32905167
13	32906409	32907524
13	32910402	32915333
13	32918695	32918790
13	32920964	32921033
13	32928998	32929425
13	32930565	32930746
13	32931879	32932066
13	32936660	32936830
13	32937316	32937670
13	32944539	32944694
13	32945093	32945237
13	32950807	32950928
13	32953454	32953652
13	32953887	32954050
13	32954144	32954282
13	32968826	32969070
13	32971035	32971181
13	32972299	32972907
13	33322411	33322421
13	34370800	34370810
13	34589143	34589153
13	34847731	34847741
13	35284398	35284408
13	37161492	37161502
13	37953778	37953788
13	40077953	40077963
13	40858251	40858261
13	41715276	41715286
13	42167244	42167254
13	42579979	42579989
13	43147666	43147676
13	44205678	44205688
13	45933238	45933248
13	46696599	46696609
13	47642191	47642201
13	48123442	48123452
13	48295222	48295232
13	48878049	48878185
13	48879875	48879996
13	48881416	48881542
13	48885750	48885871
13	48886222	48886343
13	48916735	48916850
13	48917613	48917734
13	48918114	48918235
13	48919216	48919335
13	48921961	48921999
13	48923092	48923159
13	48934153	48934263
13	48935363	48935484
13	48936951	48937093
13	48939030	48939107
13	48941630	48941739
13	48942663	48942740
13	48942762	48942875
13	48943989	48944110
13	48945088	48945209
13	48945910	48946031
13	48946220	48946341
13	48947541	48947628
13	48951054	48951170
13	48953730	48953786
13	48954189	48954220
13	48954301	48954377
13	48955141	48955262
13	48955383	48955579
13	48964688	48964809
13	48986972	48987093
13	48988905	48989026
13	48997633	48997754
13	49011027	49011148
13	49011625	49011746
13	49016003	49016124
13	49019329	49019450
13	49027129	49027247
13	49030340	49030485
13	49033824	49033969
13	49035407	49035528
13	49035633	49035754
13	49037867	49037971
13	49039134	49039247
13	49039341	49039504
13	49047496	49047526
13	49048697	49048818
13	49050837	49050979
13	49051491	49051540
13	49054134	49054207
13	49070506	49070516
13	50390091	50390101
13	51185334	51185344
13	53306299	53306309
13	53537732	53537742
13	53879322	53879332
13	54184232	54184242
13	55660007	55660017
13	55937189	55937199
13	59553229	59553239
13	61258340	61258350
13	63033776	63033786
13	66543798	66543808
13	68804743	68804753
13	70086325	70086335
13	71136394	71136404
13	72673028	72673038
13	73333933	73334016
13	73334667	73334789
13	73335501	73335659
13	73335784	73335952
13	73336061	73336275
13	73337589	73337745
13	73340110	73340196
13	73342923	73343050
13	73345042	73345126
13	73345219	73345283
13	73345933	73346034
13	73346297	73346413
13	73346831	73346977
13	73347822	73347959
13	73348084	73348197
13	73349349	73349513
13	73350063	73350230
13	73351558	73351631
